CLIENTNUM,review,date,City,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Churn_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue,sentiment_result,sentiment_label,sentiment_score,sentiment_numeric,review_lower,category,nps_category,nps_summary,nps_value
794675058,Big con. Store card you can only pay with your debit card and you can't do balance transfers. AVOID!!! READ ALL NEGATIVE FEEDBACK ON HERE,24-Dec-24,Okotoks,Attrited Customer,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015.0,1963,3052.0,0.881,2491,43,0.87,0.391,0.99467,0.00533,Voluntary,103645,8637.083333333334,22.727579719233923,Low Risk,776.0,1,4,2024-05-17 22:36:53.087430,17282.15,No,0,776.0,Aa,good,good,442.6,"{'label': 'NEGATIVE', 'score': 0.9995948672294617}",NEGATIVE,0.9995948672294617,-0.9995948672294617,big con. store card you can only pay with your debit card and you can't do balance transfers. avoid!!! read all negative feedback on here,Other,Detractor,93.66812227074236,0
710527533,You dont deserve the one star Argos. Will no longer be using Argos now that newday have taken over this card. You dont get the 6 / 12 interest free now as much as you did. Sorry but Im out.,8-Dec-24,Yarmouth,Attrited Customer,45,M,5,College,Single,$40K - $60K,Blue,36,4,3,3,4982.0,0,4982.0,0.886,8586,58,1.0,0.0,0.99672,0.00328158,Involuntary,56673,4722.75,0.0,Low Risk,617.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,617.0,Ba,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9974620342254639}",NEGATIVE,0.9974620342254639,-0.9974620342254639,you dont deserve the one star argos. will no longer be using argos now that newday have taken over this card. you dont get the 6 / 12 interest free now as much as you did. sorry but im out.,Other,Detractor,93.66812227074236,0
790119408,You dont deserve the one star Argos,8-Dec-24,Trail,Attrited Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,41,5,3,2,4960.0,0,4960.0,0.882,2430,48,0.548,0.0,0.99482,0.00518,Voluntary,23755,1979.5833333333333,0.0,Low Risk,655.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,655.0,Baa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9983686804771423}",NEGATIVE,0.9983686804771423,-0.9983686804771423,you dont deserve the one star argos,Other,Detractor,93.66812227074236,0
710081208,"The worst customer service I have ever spoken with. pay my acc every month . Even tho I'm payin it they said pay a bit more 2.5the min amount. So I did now they say that I should of payed it a month behind in Oct when I only entered an agreement in Nov, am I meant to read 18 days into the future...... Joanne who is a manager has now sent my acc to the debt complaints team Even tho I am up to date . Argos need to sort out there stuff ASAP or they will be like woolworths GONE !!!!!!!",19-Nov-24,Edmundston,Attrited Customer,52,M,2,College,Single,$120K +,Blue,32,4,3,1,4935.0,0,4935.0,0.713,7886,64,0.882,0.0,0.99061,0.00939,Involuntary,149461,12455.083333333334,0.0,Low Risk,620.0,1,3,2022-07-06 22:36:53.087569,5377.05,No,0,620.0,Ba,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9997590184211731}",NEGATIVE,0.9997590184211731,-0.9997590184211731,"the worst customer service i have ever spoken with. pay my acc every month . even tho i'm payin it they said pay a bit more 2.5the min amount. so i did now they say that i should of payed it a month behind in oct when i only entered an agreement in nov, am i meant to read 18 days into the future...... joanne who is a manager has now sent my acc to the debt complaints team even tho i am up to date . argos need to sort out there stuff asap or they will be like woolworths gone !!!!!!!",Poor Customer Service,Detractor,93.66812227074236,0
713347608,"I've had my Argos card for 8 years, it's the only card I use and found the service brilliant. But unfortunately they have sold out to Newday therefore I will no longer be a customer. I have have experiences with Newday when they took over a credit card I had years ago and it was terrible, I paid it off in full. The interest they were charging was unacceptable. Sorry Argos, I'm out.",13-Nov-24,Rouyn-Noranda,Attrited Customer,54,F,2,Post-Graduate,Single,Less than $40K,Blue,43,2,3,2,4917.0,0,4917.0,0.972,9442,69,0.917,0.0,0.9953,0.00470167,Involuntary,34363,2863.583333333333,0.0,Low Risk,493.0,1,2,2024-01-27 22:36:53.087604,9590.65,No,0,493.0,Ca,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9992227554321289}",NEGATIVE,0.9992227554321289,-0.9992227554321289,"i've had my argos card for 8 years, it's the only card i use and found the service brilliant. but unfortunately they have sold out to newday therefore i will no longer be a customer. i have have experiences with newday when they took over a credit card i had years ago and it was terrible, i paid it off in full. the interest they were charging was unacceptable. sorry argos, i'm out.",Other,Detractor,93.66812227074236,0
710524533,"It's with a very heavy heart I'm leaving a 2 star review ,Argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but I made it work but now there just taken the Pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one CMON ARGOS GET A GRIP WITH REALITY AND THE PPL THAT ARE USING THESE CARDS I've been with Argos card for 15 years but they have definitely lost my costum and believe me I won't be the only one",9-Nov-24,Edmundston,Attrited Customer,38,F,4,College,Married,$40K - $60K,Blue,36,4,4,4,4913.0,2517,2396.0,0.348,899,28,0.273,0.512,0.99843,0.00156939,Involuntary,52386,4365.5,57.656625816057726,High Risk,645.0,1,2,2022-02-28 22:36:53.087625,9900.25,No,0,645.0,Ba,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9970321655273438}",NEGATIVE,0.9970321655273438,-0.9970321655273438,"it's with a very heavy heart i'm leaving a 2 star review ,argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but i made it work but now there just taken the pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one cmon argos get a grip with reality and the ppl that are using these cards i've been with argos card for 15 years but they have definitely lost my costum and believe me i won't be the only one",Positive Experience,Detractor,93.66812227074236,0
818375733,Got TV at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound Interest the day after the plan finished... phoned and they no what there doing scamers...,21-Oct-24,Rouyn-Noranda,Attrited Customer,51,F,2,College,Married,$40K - $60K,Blue,46,3,1,3,4882.0,695,4187.0,0.508,1544,44,0.517,0.142,0.98902,0.01098,Involuntary,54509,4542.416666666667,15.300225650809956,Low Risk,610.0,1,3,2024-09-24 22:36:53.087659,8022.42,No,0,610.0,Ba,good,good,189.0,"{'label': 'NEGATIVE', 'score': 0.9993663430213928}",NEGATIVE,0.9993663430213928,-0.9993663430213928,got tv at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound interest the day after the plan finished... phoned and they no what there doing scamers...,Other,Detractor,93.66812227074236,0
713822208,I would like to point out to Argos that I have recently become unhappy with the Argos card it's took me over an hour to purchase something in using this card because every time I try and put my details in it changes and not able to put my name in this is embarrassing Argos as now I will buy nothing else with this card you will be paid off and I will not use you again I have always paid on time and this is what I get from you not acceptable,27-Sep-23,Corner Brook,Attrited Customer,42,M,2,High School,Single,$60K - $80K,Blue,33,3,3,3,4836.0,493,4343.0,0.417,1870,45,0.406,0.102,0.99661,0.00338788,Voluntary,62291,5190.916666666667,9.49735916906134,Low Risk,753.0,1,4,2024-01-05 22:36:53.087713,15835.42,No,0,753.0,Aa,good,good,148.60000000000002,"{'label': 'NEGATIVE', 'score': 0.9994192123413086}",NEGATIVE,0.9994192123413086,-0.9994192123413086,i would like to point out to argos that i have recently become unhappy with the argos card it's took me over an hour to purchase something in using this card because every time i try and put my details in it changes and not able to put my name in this is embarrassing argos as now i will buy nothing else with this card you will be paid off and i will not use you again i have always paid on time and this is what i get from you not acceptable,Positive Experience,Detractor,93.66812227074236,0
710751033,Four phone calls to three people to make a monthly payment after losing my card and their system did not recognise either of my Mastercards,25-Aug-23,Quebec City,Attrited Customer,31,F,1,Graduate,Single,Less than $40K,Blue,13,1,1,3,4829.0,0,4829.0,0.836,8286,65,0.857,0.0,0.98863,0.01137,Involuntary,36764,3063.6666666666665,0.0,Low Risk,577.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,427.0,Ca,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9997013211250305}",NEGATIVE,0.9997013211250305,-0.9997013211250305,four phone calls to three people to make a monthly payment after losing my card and their system did not recognise either of my mastercards,Other,Detractor,93.66812227074236,0
714615258,"I would give 0 if I could, the amount of interest they charge is shocking. I entered a debt management scheme to pay my debts off I accured due to family emergency reasons. Doing this stops interest rates well supposed to but these scam artists still add it every single month without fail. It took them a year to get that I was in a debt management scheme because they don't answer there emails and it's unmanned",20-Aug-23,Thompson,Attrited Customer,32,M,1,High School,Single,$40K - $60K,Blue,36,6,3,2,4819.0,2134,2685.0,0.834,9330,64,0.882,0.443,0.99395,0.00605,Voluntary,41083,3423.583333333333,62.33235158094589,High Risk,816.0,1,3,2023-02-27 22:36:53.087744,7290.22,No,0,816.0,Aaa,good,good,476.8,"{'label': 'NEGATIVE', 'score': 0.9988837838172913}",NEGATIVE,0.9988837838172913,-0.9988837838172913,"i would give 0 if i could, the amount of interest they charge is shocking. i entered a debt management scheme to pay my debts off i accured due to family emergency reasons. doing this stops interest rates well supposed to but these scam artists still add it every single month without fail. it took them a year to get that i was in a debt management scheme because they don't answer there emails and it's unmanned",High Rate / Fees,Detractor,93.66812227074236,0
720761208,"Scam of a company. They charge you interest even though you pay more than youre meant to every month!! Worst decision I ever did was open a card with these, tempted to just cancel the direct debit and deal with the consequences. Cant even email them. Waste of time",17-Aug-23,Peterborough,Attrited Customer,59,M,1,College,Single,$120K +,Blue,47,2,4,2,4789.0,357,4432.0,0.798,2496,41,0.64,0.075,0.99499,0.00501,Involuntary,184516,15376.333333333334,2.321749875349563,Low Risk,549.0,1,4,2024-10-30 22:36:53.087785,18270.38,Yes,1,399.0,C,bad,bad,121.4,"{'label': 'NEGATIVE', 'score': 0.9996664524078369}",NEGATIVE,0.9996664524078369,-0.9996664524078369,"scam of a company. they charge you interest even though you pay more than youre meant to every month!! worst decision i ever did was open a card with these, tempted to just cancel the direct debit and deal with the consequences. cant even email them. waste of time",Attrition Intent,Detractor,93.66812227074236,0
717047583,Argos have numerous outstanding complaints being passed to the media for publication prior to christmas,7-Aug-23,Happy Valley-Goose Bay,Attrited Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,35,2,3,2,4779.0,2517,2262.0,0.929,8912,63,0.658,0.527,0.99631,0.00368792,Voluntary,20713,1726.0833333333333,145.8214647805726,High Risk,817.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,817.0,Aaa,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9884271025657654}",NEGATIVE,0.9884271025657654,-0.9884271025657654,argos have numerous outstanding complaints being passed to the media for publication prior to christmas,Other,Detractor,93.66812227074236,0
709102458,But this matter is far from over and being passed to the media and ombudsman so that they can restore my credit rating that they demolished without warning,7-Aug-24,Happy Valley-Goose Bay,Attrited Customer,47,M,2,High School,Single,$80K - $120K,Blue,36,4,3,5,4754.0,0,4754.0,0.618,2607,41,0.367,0.0,0.99885,0.00115006,Involuntary,112276,9356.333333333334,0.0,Low Risk,558.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,558.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9884759187698364}",NEGATIVE,0.9884759187698364,-0.9884759187698364,but this matter is far from over and being passed to the media and ombudsman so that they can restore my credit rating that they demolished without warning,Other,Detractor,93.66812227074236,0
709222008,Argos finally admitted their errors and paid an insulting amount of £50 for all the problems caused.,7-Aug-25,Truro,Attrited Customer,41,M,3,,Single,$80K - $120K,Blue,32,1,3,4,4742.0,2221,2521.0,0.464,2422,41,0.464,0.468,0.9983,0.00169532,Voluntary,103703,8641.916666666666,25.700317252152782,Low Risk,719.0,1,5,2025-04-03 22:36:53.087844,15837.37,No,0,719.0,A,good,good,494.2000000000001,"{'label': 'NEGATIVE', 'score': 0.9968740940093994}",NEGATIVE,0.9968740940093994,-0.9968740940093994,argos finally admitted their errors and paid an insulting amount of £50 for all the problems caused.,Technical Issues,Detractor,93.66812227074236,0
709564683,"The interest on this card is astronomically high. We paid off the balance and are shutting it down. I will take huge delight in setting alight the argos card and leaving it on my drive way so I can take pleasure in driving over the ashes of that awful store card. Very little options in the way of balance transfers - we ended up getting a bank loan at a lower rate of interest to settle and close the Argos Card. Farewell Argos Card, I will be enjoying driving over the burnt remains of the card on my driveway for the next week!!",27-Jul-23,Happy Valley-Goose Bay,Attrited Customer,32,M,2,Graduate,Married,$40K - $60K,Blue,22,3,3,5,4739.0,0,4739.0,0.363,886,21,0.4,0.0,0.99888,0.00111805,Involuntary,52909,4409.083333333333,0.0,Low Risk,589.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,439.0,Ca,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9916921854019165}",NEGATIVE,0.9916921854019165,-0.9916921854019165,"the interest on this card is astronomically high. we paid off the balance and are shutting it down. i will take huge delight in setting alight the argos card and leaving it on my drive way so i can take pleasure in driving over the ashes of that awful store card. very little options in the way of balance transfers - we ended up getting a bank loan at a lower rate of interest to settle and close the argos card. farewell argos card, i will be enjoying driving over the burnt remains of the card on my driveway for the next week!!",High Rate / Fees,Detractor,93.66812227074236,0
