CLIENTNUM,Attrition_Flag,Attrition_Type,review,date,City,zipcode,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
779571708,Attrited Customer,Voluntary,been trying to make payments since november 2020 on the website from the PC but it will not accept payments Just says error. Tried to ring numbers but one is automated & the other is just a single repeating 'Bleep' Not good at all and they charged me £51 interest + £12 late payment fee which I'm NOT PAYING because it's their fault.,31-Dec-20,Bathurst,K0A3M0,43,M,5,Graduate,Married,$60K - $80K,Blue,25,1,2,3,4259,0,4259,0.934,7993,71,0.651,0,0.99497,0.00503
711267633,Attrited Customer,Voluntary,Argos charges extortionate fees,29-Dec-20,Sept-√É≈Ωles,K0A3N0,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,5,4,4,4248,316,3932,0.661,2271,36,0.333,0.074,0.99846,0.00154215
709383933,Attrited Customer,Voluntary,"Argos card app doesn't allow you to choose which credit you are paying and reallocates payment causing its users to be charged laye fees. I called the customer service and they could not care less. Also beware because they will charge you an extortionate 12 pounds fee on a late payment even if you, like me, only spent 23.",29-Dec-20,Bathurst,K0B1B0,31,M,2,Unknown,Unknown,$80K - $120K,Blue,18,2,1,3,4246,2517,1729,0.951,8102,66,0.886,0.593,0.99028,0.00972
718913358,Attrited Customer,Voluntary,"Tried for months to pay my account online, system does not accept payment. I have spoken to advisor and they are aware of problem, but unable to advise when problem will be rectified. When purchasing goods from Argos service is excellent, Argos card services really let's the company down.",17-Dec-20,Drummondville,K0B1E0,36,M,2,Graduate,Single,Less than $40K,Blue,36,3,3,3,4225,2517,1708,0.662,2659,43,0.387,0.596,0.99671,0.00329379
712562433,Attrited Customer,Voluntary,Due to an unexpected technical error on the site we cannot continue to service your My Argos Card account at this moment and you have been logged out. Please log in and try again.,15-Dec-20,Kingston,K0B1G0,48,F,2,Unknown,Married,Less than $40K,Blue,30,3,3,3,4204,0,4204,0.703,2316,43,0.536,0,0.997,0.00299743
718252533,Attrited Customer,Voluntary,NOT GOOD ENOUGH,15-Dec-20,Trois-Rivi√É¬®res,K0B1H0,30,F,0,Graduate,Divorced,Less than $40K,Blue,18,5,1,1,4203,996,3207,0.705,7292,68,0.7,0.237,0.9661,0.0339
715773783,Attrited Customer,Voluntary,Lack of communication,14-Dec-20,Terrace,K0B1J0,44,F,2,Graduate,Single,$40K - $60K,Blue,35,2,3,4,4196,561,3635,0.741,2558,38,0.652,0.134,0.99807,0.00193323
720296808,Attrited Customer,Voluntary,"I have purchased something by Argos card and have returned it back the next day but in the Sainsbury Argos during the 2nd lockdown. I was given the refund voucher, however on my account it was not updated and then spoke to some on live chat. That person told me it will be put back within the next 5-7 working days.",14-Dec-20,Happy Valley-Goose Bay,K0B1K0,52,F,3,Graduate,Married,Unknown,Blue,39,3,3,2,4173,1771,2402,0.711,2554,47,0.516,0.424,0.99467,0.00533
717390408,Attrited Customer,Voluntary,However it is not appearing on my account and the 2nd time I have spoken to someone and have been asking me unnecessary questions and the she ended the chat herself as she could not help.,14-Dec-20,Orillia,K0B1L0,49,F,4,Uneducated,Married,$40K - $60K,Blue,36,5,2,3,4167,0,4167,0.581,7590,87,0.776,0,0.99518,0.00481999
769053033,Attrited Customer,Voluntary,I then went to the Argos store and have been told to call as they have let me use their phone.,14-Dec-20,Summerside,K0B1M0,44,F,1,Graduate,Single,$40K - $60K,Blue,38,3,2,5,4142,2517,1625,0.809,2104,44,0.833,0.608,0.99812,0.00188108
780289308,Attrited Customer,Voluntary,"After 10mins I finally got to someone but she was complaining that she could not hear, she tried taking my personal number to contact me and again complained that she could not hear me. She then told me to contact back again and said she will put the phone down in 30s. Absolute time waste and nothing has been dealt with yet.",14-Dec-20,Windsor,K0B1N0,61,F,0,High School,Married,Less than $40K,Blue,47,1,3,4,4130,0,4130,0.814,2418,57,0.781,0,0.99768,0.00231656
708319908,Attrited Customer,Voluntary,They wrote to say they suspended my account card. Donít remember getting a previous letter. I donít care. I donít want to use it anymore. Itís getting the payment down thatís the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Iím paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Slave Lake,K0C1B0,37,M,3,Graduate,Single,$80K - $120K,Blue,17,1,1,2,4116,1473,2643,1.023,8667,70,0.892,0.358,0.9828,0.0172
804415083,Attrited Customer,Voluntary,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Happy Valley-Goose Bay,K0C1E0,45,M,3,Unknown,Married,$60K - $80K,Blue,40,3,5,3,4097,655,3442,1.084,2611,51,0.545,0.16,0.99741,0.00258725
715960308,Attrited Customer,Voluntary,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,Vancouver,K0C1G0,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,3,3,4090,2517,1573,0.562,2016,49,0.69,0.615,0.99649,0.00350838
718297683,Attrited Customer,Voluntary,I have had an argos card for years and have never had a problem always used buy now pay later and always paid on time because I'm very organised. However yesterday I had an email off then saying they had started a credit plan and my first payment was coming out on 25th and it was for a very shocking ammount of money. I originally thought it was fraud so I phoned up argos to then find it was a purchase I made last year that I hadn't paid off. Having looked back through my bank statements it looks like this wasn't paid however I had paid other stuff off on there more recently and cleared the card so I would have noticed the outstanding payment and paid it off. I think argos didn't show that I had this left to pay until my year was up then automatically charged me. I have no proof of any of this though because they send no emails all I have is an email of me ordering it and then my bank statement to show I never paid it but I have no proof of them not showing the outstanding payment in the app so I haven't been able to take this further. I have unfortunately had to pay the ammount and once it's all gone through I will be cancelling my argos card and never using again. It is a shame because I did enjoy using it but I believe they have conned me out of money.,19-Jul-25,Bathurst,K0C1H0,59,F,1,High School,Single,Less than $40K,Blue,50,1,0,3,4085,0,4085,0.787,7597,71,0.69,0,0.96902,0.03098
712721358,Attrited Customer,Voluntary,They wrote to say they suspended my account card. Donít remember getting a previous letter. I donít care. I donít want to use it anymore. Itís getting the payment down thatís the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Iím paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Belleville,K0C1J0,48,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,3,2,4073,2517,1556,0.575,2059,43,0.433,0.618,0.99482,0.00518
789432033,Attrited Customer,Voluntary,I Spoke with them twice this week both times the call handler was unfriendly and unhelpful.,9-Jul-25,Happy Valley-Goose Bay,K0C1K0,32,F,1,Graduate,Married,Less than $40K,Blue,23,1,2,3,4065,230,3835,0.779,7844,64,0.73,0.057,0.99447,0.00553
712704933,Attrited Customer,Voluntary,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,Canmore,K0A3K0,49,F,4,High School,Unknown,$40K - $60K,Blue,43,4,3,3,4048,0,4048,0.601,2227,41,0.464,0,0.99677,0.00323086
712450008,Attrited Customer,Voluntary,Customer service number not working properly can not make a payment.,1-Jul-25,Estevan,K0A3L0,50,F,2,Post-Graduate,Married,Unknown,Blue,36,5,2,4,4045,0,4045,0.66,2438,41,0.464,0,0.99741,0.00259482
822084333,Attrited Customer,Voluntary,"They say buy now pay later with no interest, when you pay after the year they will claim huge amount of interest for that year, they will take the money without even telling you or sending you an email, when you ask they will say it is the interest for that year. They are very cunning beware.",6-Jun-25,Bathurst,K0A3M0,51,M,3,High School,Married,$80K - $120K,Blue,47,2,4,3,4041,0,4041,0.67,8219,84,0.909,0,0.9973,0.00270332
716223708,Attrited Customer,Voluntary,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Sept-√É≈Ωles,K0A3N0,45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,3,4028,710,3318,0.731,791,22,0.833,0.176,0.99691,0.00308778
712734933,Attrited Customer,Voluntary,"App not working. This is the ONLY way to manage your Argos card. Unable to see balance, make payment or even open the app it just sits with a spinner.",27-May-25,Bathurst,K0B1B0,43,F,2,College,Married,Less than $40K,Blue,36,5,2,3,4020,0,4020,0.563,1952,39,0.345,0,0.99466,0.00534
714941358,Attrited Customer,Voluntary,They try to find any excuse to close the card when late payment & the interest is very high . AVOID!!,21-May-25,Drummondville,K0B1E0,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,6,4005,0,4005,0.896,7022,75,0.667,0,0.99939,0.00060765
816261858,Attrited Customer,Voluntary,They are awful & no manners or sympathy. They talk down to you & have arrogant attitude.,21-May-25,Kingston,K0B1G0,61,M,0,Graduate,Single,$40K - $60K,Blue,56,2,5,4,3984,2245,1739,0.612,1821,39,0.696,0.564,0.99798,0.00201684
717242058,Attrited Customer,Voluntary,"Argos have not been the same sine the takeover . I have an Argos card and have done for years but, now they have changed their credit terms i will not be using them again . My card is now cut up and in the bin .",14-May-25,Trois-Rivi√É¬®res,K0B1H0,43,F,5,Graduate,Married,Less than $40K,Blue,39,2,3,4,3981,0,3981,0.764,2134,42,0.355,0,0.99813,0.00187266
709611183,Attrited Customer,Voluntary,"WOULD GIVE MINUS POINTS . CUSTOMER SERVICE AWFUL . THEY DO NOT HELP THE CUSTOMER AT ALL . THEY HAVE ZERO RESPECT FOR THE CUSTOMER . NO SUPPORT GIVEN WHEN ISSUES HAPPEN , NO RESPONSIBILITY TAKEN . THE WHOLE EXPERIENCE IS DIFFICULT TO DEAL WITH . HOPEFULLY PAYING OFF IN THE NEXT MONTH . PLEASE AVOID .",22-Feb-25,Terrace,K0B1J0,41,F,3,High School,Married,Less than $40K,Blue,31,3,3,3,3952,0,3952,1.002,8241,82,0.952,0,0.99673,0.00326528
714879483,Attrited Customer,Voluntary,"This card is good but Argoscard are really missing a few tricks to make so much modern and usable a few changes would make it great, like being able to use to pay online with Argos and Sainsburyís online shopping if it had this it would be spot on at the moment it is very limited.",15-Apr-25,Happy Valley-Goose Bay,K0B1K0,39,M,4,Graduate,Married,$80K - $120K,Blue,31,1,3,3,3929,542,3387,0.811,7773,64,0.73,0.138,0.99686,0.00314112
720872433,Attrited Customer,Voluntary,While the card is good and the deals are great they're money stealing criminals!!,31-Mar-25,Orillia,K0B1L0,39,F,1,Uneducated,Single,$40K - $60K,Blue,28,5,3,6,3911,0,3911,0.897,2867,42,0.556,0,0.99934,0.0006603
804673308,Attrited Customer,Voluntary,Need to pay off normal credit with interest coming soon as £100+ so I pay that and it goes to another buy now pay later plan. So now I have to give them more. Now I'm massively in debt.,31-Mar-25,Summerside,K0B1M0,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893,0,3893,0.662,1866,37,0.947,0,0.99818,0.00182139
718863258,Attrited Customer,Voluntary,"I've had an argos card for many years but recently I've notice they don't apply your payment correctly I mostly buy on bnpl and clear it in time the odd occasion I've had to put things, on normal credit, now when you pay your minimum payment amount or more they actually take it off the bnpl and not normal credit so they can put interest on for the next month for example I recently paid the full amount on the normal credit because they say I will incur £100 plus interest the following month but then I look on my statement to see they deducted that from a bnpl which ends in 4months! So I rang and as usual you can't speak to anyone. And I pay interest! So warning NEVER EVER use your argos card on a normal credit try to do it bnpl or not at all they scam you out of 100s unnecessarily!! Lesson learnt for me! ??",29-Mar-25,Windsor,K0B1N0,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881,2517,1364,0.815,2463,38,0.407,0.649,0.9964,0.00359603
710895708,Attrited Customer,Voluntary,I am outraged that Truspilot is notÖ Warning! Argos credit card scams people,22-Mar-25,Slave Lake,K0C1B0,35,F,0,Doctorate,Married,Less than $40K,Blue,27,2,3,2,3876,0,3876,0.848,7712,73,0.825,0,0.99554,0.00445616
789312033,Attrited Customer,Voluntary,People should start a class action lawsuit and take Argos to court!,22-Mar-25,Happy Valley-Goose Bay,K0C1E0,48,F,4,Post-Graduate,Single,Less than $40K,Blue,38,3,3,3,3874,460,3414,1.023,4921,51,0.645,0.119,0.99733,0.00267072
772442883,Attrited Customer,Voluntary,The Argos credit card is hopeless and dangerous especially if someone has a good credit history or not.,22-Mar-25,Vancouver,K0C1G0,51,F,4,Graduate,Married,Unknown,Blue,41,2,3,5,3853,696,3157,0.882,2443,38,0.583,0.181,0.99893,0.00106612
718711158,Attrited Customer,Voluntary,I would get in trouble for applying for an Argos credit card.,22-Mar-25,Bathurst,K0C1H0,52,M,3,Graduate,Married,$120K +,Blue,36,1,2,3,3841,2517,1324,0.841,2680,51,0.545,0.655,0.99499,0.00501
716306583,Attrited Customer,Voluntary,After reading all the reviews I was put off by the thought of applying.,22-Mar-25,Belleville,K0C1J0,64,M,0,Graduate,Single,Less than $40K,Blue,36,3,3,5,3812,2517,1295,0.586,2325,45,0.731,0.66,0.9987,0.00130267
712046808,Attrited Customer,Voluntary,I feel sorry for all the people who have an Argos credit card!,22-Mar-25,Happy Valley-Goose Bay,K0C1K0,49,F,3,Doctorate,Divorced,Unknown,Blue,42,1,3,3,3802,1558,2244,0.489,2003,43,0.593,0.41,0.9978,0.00219584
780146658,Attrited Customer,Voluntary,"I have to agree with all the other recent negative comments. The advantages of paying by card have been substantially reduced and it is impossible to contact them on anything other than an order. The final straw is that they have moved to AnyDay, a company I have had bad dealings with before, causing me to cancel my Waitrose card. Like is too stressful to have issues with contacting a retailer and I have noticed that their prices on many things are no longer competitive. I have cancelled my card like many others and many yet to come I suspect.",15-Mar-25,Canmore,K0A3K0,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,25,2,2,4,3795,2517,1278,0.563,1633,32,0.778,0.663,0.99741,0.00259482
